words,sport,business,politic,entertainment,tech
met,0.00020654969069183819,0.00023096021710260407,0.0003983178020267892,0.0002677865011259205,3.501952338428674e-05
pedro,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
mep,1.0327484534591909e-05,1.924668475855034e-05,0.0002501065268540304,1.2172113687541841e-05,9.630368930678853e-05
wearabl,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-05
cardboard,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
futurolog,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
interpret,4.1309938138367636e-05,1.924668475855034e-05,8.336884228467681e-05,6.0860568437709206e-05,6.128416592250179e-05
oe,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
luther,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
baltasar,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
taper,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
richter,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,4.3774404230358426e-05
galor,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
omai,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
nicotin,1.0327484534591909e-05,4.811671189637585e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
dri,5.1637422672959547e-05,4.811671189637585e-05,3.705281879318969e-05,2.4344227375083682e-05,2.6264642538215056e-05
jame,0.00048539177312581977,0.00011548010855130203,0.00016673768456935362,0.0004016797516888808,0.00010505857015286022
harass,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
drm,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.00019260737861357706
omar,1.0327484534591909e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
chrysler,1.0327484534591909e-05,6.736339665492619e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
permit,3.0982453603775725e-05,0.00010585676617202686,5.5579228189784537e-05,1.2172113687541841e-05,5.252928507643011e-05
onsid,3.0982453603775725e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
dre,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,8.52047958127929e-05,8.754880846071685e-06
jami,0.00029949705150316536,1.924668475855034e-05,9.263204698297423e-06,0.0005964335706895502,8.754880846071685e-06
cochran,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
vinyl,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
counti,2.0654969069183818e-05,1.924668475855034e-05,6.484243288808196e-05,6.0860568437709206e-05,1.750976169214337e-05
aveng,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
nineti,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,1.750976169214337e-05
volunt,1.0327484534591909e-05,1.924668475855034e-05,2.7789614094892268e-05,1.2172113687541841e-05,6.128416592250179e-05
conman,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
campaign,0.00026851459789938964,0.00034644032565390613,0.0026400133390147656,0.0003286470695636297,0.0006828807059935915
immin,3.0982453603775725e-05,2.887002713782551e-05,3.705281879318969e-05,1.2172113687541841e-05,1.750976169214337e-05
matsuura,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
grandma,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
reagan,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
latifah,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
avenu,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,6.0860568437709206e-05,2.6264642538215056e-05
bunnymen,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
pragmat,1.0327484534591909e-05,1.924668475855034e-05,2.7789614094892268e-05,1.2172113687541841e-05,3.501952338428674e-05
moral,2.0654969069183818e-05,1.924668475855034e-05,0.0002037905033625433,6.0860568437709206e-05,2.6264642538215056e-05
soybean,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
vialli,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
instabl,1.0327484534591909e-05,2.887002713782551e-05,1.8526409396594847e-05,1.2172113687541841e-05,1.750976169214337e-05
saumarez,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
disillus,2.0654969069183818e-05,1.924668475855034e-05,7.410563758637939e-05,1.2172113687541841e-05,8.754880846071685e-06
ozzi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,0.00015823747793804394,8.754880846071685e-06
cough,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
overheat,1.0327484534591909e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
celestin,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
limitless,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
zomba,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
lavign,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,1.750976169214337e-05
mydoom,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,4.3774404230358426e-05
molik,0.00011360232988051101,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
shrunk,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,6.128416592250179e-05
bike,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,3.501952338428674e-05
call,0.0008365262473019446,0.001183671112650846,0.002056431443022028,0.0009129085265656381,0.0024513666369000717
calm,8.261987627673527e-05,3.849336951710068e-05,2.7789614094892268e-05,3.6516341062625523e-05,2.6264642538215056e-05
armi,3.0982453603775725e-05,3.849336951710068e-05,0.00012968486577616392,2.4344227375083682e-05,9.630368930678853e-05
bead,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
robertson,0.00014458478348428674,9.62334237927517e-06,1.8526409396594847e-05,3.6516341062625523e-05,8.754880846071685e-06
tveter,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
type,5.1637422672959547e-05,6.736339665492619e-05,0.00013894807047446135,9.737690950033473e-05,0.0004815184465339427
tell,7.229239174214337e-05,5.774005427565102e-05,0.00037979139263019434,0.0002677865011259205,7.003904676857348e-05
calf,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
tapsfield,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
cooder,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
frenzi,2.0654969069183818e-05,9.62334237927517e-06,1.8526409396594847e-05,6.0860568437709206e-05,1.750976169214337e-05
schroeder,1.0327484534591909e-05,0.00016359682044767788,2.7789614094892268e-05,2.4344227375083682e-05,8.754880846071685e-06
oscar,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,0.002750897693384456,1.750976169214337e-05
schrader,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,7.303268212525105e-05,8.754880846071685e-06
mutant,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,6.0860568437709206e-05,8.754880846071685e-06
alitalia,1.0327484534591909e-05,7.698673903420136e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
warp,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
mendieta,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
warn,0.0003201520205723492,0.0010585676617202687,0.0010004261074161216,0.0001704095916255858,0.0008492234420689535
berlin,3.0982453603775725e-05,1.924668475855034e-05,2.7789614094892268e-05,0.0003651634106262553,2.6264642538215056e-05
warm,7.229239174214337e-05,2.887002713782551e-05,0.00012968486577616392,8.52047958127929e-05,2.6264642538215056e-05
grandfath,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
adult,1.0327484534591909e-05,3.849336951710068e-05,0.0003520017785353021,9.737690950033473e-05,0.00028015618707429393
wari,4.1309938138367636e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
ward,5.1637422672959547e-05,2.887002713782551e-05,6.484243288808196e-05,1.2172113687541841e-05,8.754880846071685e-06
ware,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,7.879392761464516e-05
zuluaga,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
tantalis,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
hounslow,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
flora,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
room,0.00017556723708806246,7.698673903420136e-05,0.0001574744798710562,0.00021909804637575315,0.00021887202115179212
flore,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
hebrid,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
roof,2.0654969069183818e-05,3.849336951710068e-05,1.8526409396594847e-05,3.6516341062625523e-05,3.501952338428674e-05
bolster,4.1309938138367636e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
impromptu,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
oleg,1.0327484534591909e-05,2.887002713782551e-05,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
gerolami,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
unitari,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
westbrook,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
bertelsmann,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
darleen,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
hansen,0.0001239298144151029,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
root,1.0327484534591909e-05,1.924668475855034e-05,1.8526409396594847e-05,4.8688454750167365e-05,1.750976169214337e-05
disdain,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
defer,1.0327484534591909e-05,5.774005427565102e-05,1.8526409396594847e-05,1.2172113687541841e-05,2.6264642538215056e-05
vodka,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
immunis,1.0327484534591909e-05,9.62334237927517e-06,5.5579228189784537e-05,1.2172113687541841e-05,8.754880846071685e-06
climat,1.0327484534591909e-05,7.698673903420136e-05,0.00021305370806084072,3.6516341062625523e-05,6.128416592250179e-05
give,0.0010017659998554152,0.000567777200377235,0.0011856902013820702,0.0004747124338141318,0.0009280173696835986
gaff,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,3.6516341062625523e-05,8.754880846071685e-06
climax,5.1637422672959547e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,5.252928507643011e-05
skype,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.00020136225945964877
feleppa,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
gibbon,1.0327484534591909e-05,9.62334237927517e-06,8.336884228467681e-05,3.6516341062625523e-05,8.754880846071685e-06
surveyor,1.0327484534591909e-05,4.811671189637585e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
avril,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,1.750976169214337e-05
innocu,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
seoul,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
stanton,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
freshen,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
ostrich,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
climan,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
seacrest,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
weee,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
craymer,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
jpr,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
mcneic,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
quot,3.0982453603775725e-05,0.00028870027137825507,0.00014821127517275877,3.6516341062625523e-05,4.3774404230358426e-05
polic,0.00010327484534591909,0.00010585676617202686,0.0020193786242288384,0.0005112287748767573,8.754880846071685e-05
francoi,1.0327484534591909e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
faulti,1.0327484534591909e-05,6.736339665492619e-05,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
scannel,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
kabul,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
frailti,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
livingston,5.1637422672959547e-05,1.924668475855034e-05,0.000240843322155733,1.2172113687541841e-05,8.754880846071685e-06
montezemolo,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
allend,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
scrambl,2.0654969069183818e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
answer,0.00016523975255347054,2.887002713782551e-05,0.0006762139429757119,8.52047958127929e-05,0.00016634273607536203
negoti,0.00015491226801887865,0.00036568701041245644,0.0002501065268540304,4.8688454750167365e-05,7.003904676857348e-05
satifex,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
confid,0.0011050408452013343,0.0006351405970321612,0.0002501065268540304,7.303268212525105e-05,0.00015758785522929032
technorati,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,7.003904676857348e-05
alzheim,1.0327484534591909e-05,1.924668475855034e-05,4.631602349148711e-05,1.2172113687541841e-05,8.754880846071685e-06
cadillac,1.0327484534591909e-05,8.661008141347653e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
greenhous,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
substanc,0.00020654969069183819,1.924668475855034e-05,1.8526409396594847e-05,1.2172113687541841e-05,2.6264642538215056e-05
hewland,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
becki,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,8.52047958127929e-05,8.754880846071685e-06
coup,2.0654969069183818e-05,1.924668475855034e-05,2.7789614094892268e-05,2.4344227375083682e-05,2.6264642538215056e-05
geolog,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
mayland,1.0327484534591909e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
waterfront,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,2.4344227375083682e-05,8.754880846071685e-06
janner,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
abiyot,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
loyalti,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-05
karachi,1.0327484534591909e-05,3.849336951710068e-05,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
guerilla,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
attempt,0.0004337543504528602,0.0003849336951710068,0.0005557922818978454,0.00024344227375083682,0.00037645987638108245
cockeril,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
overtaken,2.0654969069183818e-05,4.811671189637585e-05,1.8526409396594847e-05,4.8688454750167365e-05,1.750976169214337e-05
mycokemus,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
confeder,2.0654969069183818e-05,2.887002713782551e-05,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
khristenko,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
tortois,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
longbridg,1.0327484534591909e-05,6.736339665492619e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
maintain,0.00020654969069183819,0.00018284350520622822,0.00016673768456935362,7.303268212525105e-05,0.00021887202115179212
hasselhoff,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
capitalist,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
grandclaud,0.00010327484534591909,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
janin,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
genocid,1.0327484534591909e-05,9.62334237927517e-06,4.631602349148711e-05,9.737690950033473e-05,8.754880846071685e-06
arous,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,2.4344227375083682e-05,8.754880846071685e-06
fifa,0.0001239298144151029,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,4.3774404230358426e-05
travelodg,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
deco,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,1.750976169214337e-05
fortifi,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
vettriano,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
agonis,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
deck,3.0982453603775725e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
odpm,1.0327484534591909e-05,7.698673903420136e-05,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
indepen,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
murray,0.00034080698964153303,7.698673903420136e-05,0.00010189525168127165,3.6516341062625523e-05,1.750976169214337e-05
helena,1.0327484534591909e-05,1.924668475855034e-05,1.8526409396594847e-05,3.6516341062625523e-05,8.754880846071685e-06
mckoy,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
privileg,2.0654969069183818e-05,2.887002713782551e-05,6.484243288808196e-05,6.0860568437709206e-05,5.252928507643011e-05
outpati,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
welford,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
hellblaz,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
windshield,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
nogar,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,9.737690950033473e-05,8.754880846071685e-06
bertolucci,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
streamlin,1.0327484534591909e-05,1.924668475855034e-05,3.705281879318969e-05,1.2172113687541841e-05,1.750976169214337e-05
corium,0.00010327484534591909,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
gentl,1.0327484534591909e-05,1.924668475855034e-05,1.8526409396594847e-05,2.4344227375083682e-05,8.754880846071685e-06
pharma,1.0327484534591909e-05,6.736339665492619e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
furlong,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
unflatt,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
improvis,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,3.501952338428674e-05
beatabl,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
lengthi,4.1309938138367636e-05,3.849336951710068e-05,4.631602349148711e-05,2.4344227375083682e-05,1.750976169214337e-05
crew,2.0654969069183818e-05,3.849336951710068e-05,9.263204698297423e-06,0.00012172113687541841,3.501952338428674e-05
better,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,2.4344227375083682e-05,8.754880846071685e-06
persist,7.229239174214337e-05,7.698673903420136e-05,6.484243288808196e-05,2.4344227375083682e-05,5.252928507643011e-05
desmoteplas,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
schmidt,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
aston,0.00014458478348428674,9.62334237927517e-05,2.7789614094892268e-05,3.6516341062625523e-05,8.754880846071685e-06
anim,1.0327484534591909e-05,9.62334237927517e-06,0.0003242121644404098,0.00046254032012659,0.00015758785522929032
therapi,2.0654969069183818e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
firewir,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
promin,4.1309938138367636e-05,1.924668475855034e-05,0.00014821127517275877,9.737690950033473e-05,4.3774404230358426e-05
workout,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
fabiola,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
evidentiari,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
unthink,3.0982453603775725e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
gazprom,1.0327484534591909e-05,0.0007217506784456377,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
promis,0.00020654969069183819,0.00033681698327463097,0.0009263204698297423,0.0002677865011259205,0.00020136225945964877
viciou,1.0327484534591909e-05,3.849336951710068e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
downright,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
capriati,9.294736081132719e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
ncci,1.0327484534591909e-05,5.774005427565102e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
joynt,2.0654969069183818e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
mear,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
eczema,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
meat,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
lucr,2.0654969069183818e-05,8.661008141347653e-05,9.263204698297423e-06,4.8688454750167365e-05,0.00012256833184500358
opec,1.0327484534591909e-05,0.00018284350520622822,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
jameson,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
sleepless,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
mistrust,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
